Label,Message
ham,Sending the final report to the SOC team now.
ham,"Hey, let's grab coffee after the team sync?"
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://413.updatelink.co"
ham,I'll send the logs over after lunch.
ham,Have you seen the updated incident response flow?
spam,Suspicious SIM change detected. Review your account: http://408.auth-fix.com
ham,"Hey, let's grab coffee after the team sync?"
spam,You're the lucky winner of our sweepstakes. Confirm details: http://380.updatelink.co
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://862.auth-fix.com
ham,I'll send the logs over after lunch.
ham,I'll send the logs over after lunch.
ham,Meeting's moved to Friday — updating the calendar.
spam,Insurance claim denied. Appeal by clicking here: http://64.updatelink.co
ham,Thanks for reviewing the new device policy doc.
ham,Sending the final report to the SOC team now.
ham,I'm uploading the Q1 security audit report now.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://939.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://523.auth-fix.com"
ham,Can you help troubleshoot the VPN connection later?
ham,Lunch is on me today if you’re free.
ham,I'm uploading the Q1 security audit report now.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://211.updatelink.co
ham,Thanks for reviewing the new device policy doc.
ham,I'm uploading the Q1 security audit report now.
ham,Have you seen the updated incident response flow?
ham,Can you help troubleshoot the VPN connection later?
spam,Critical security update required. Click to download patch: http://168.updatelink.co
spam,Critical security update required. Click to download patch: http://40.auth-fix.com
spam,Your computer is infected! Call Microsoft Support now: http://850.auth-fix.com
ham,Lunch is on me today if you’re free.
spam,Receipt for your $$4865.38 purchase is attached. Open here: http://215.gov-secure.net
spam,Suspicious SIM change detected. Review your account: http://780.gov-secure.net
spam,Reset your password now or lose access to your account: http://916.updatelink.co
spam,Invoice #44312 needs payment today. See details: http://851.auth-fix.com
spam,Your tax return was flagged for fraud. Respond here: http://529.claim-today.org
spam,Your computer is infected! Call Microsoft Support now: http://903.auth-fix.com
ham,I'm uploading the Q1 security audit report now.
spam,Your mobile plan will expire soon. Renew now: http://215.auth-fix.com
ham,I'll send the logs over after lunch.
spam,Your mobile plan will expire soon. Renew now: http://412.claim-today.org
spam,You're the lucky winner of our sweepstakes. Confirm details: http://449.claim-today.org
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://20.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
spam,IRS notice: You owe $2508.50 in back taxes. Pay now to avoid legal action: http://744.gov-secure.net
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://162.updatelink.co
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://382.gov-secure.net
spam,Invoice #44312 needs payment today. See details: http://267.cryptoearnings.biz
ham,Can you help troubleshoot the VPN connection later?
ham,Have you seen the updated incident response flow?
ham,I'll send the logs over after lunch.
spam,New sign-in from unknown device. Confirm identity: http://111.updatelink.co
spam,Suspicious withdrawal of $4921.35 detected. Verify immediately: http://711.claim-today.org
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://751.claim-today.org
ham,I'm uploading the Q1 security audit report now.
spam,Invoice #44312 needs payment today. See details: http://932.claim-today.org
ham,Have you seen the updated incident response flow?
spam,Reset your password now or lose access to your account: http://88.gov-secure.net
